Data;Abertura;Máxima;Mínima;Fechamento;Prior Cote;Pivot;Média Móvel A [9];Média Móvel A [21];Média Móvel A [50];Média Móvel A [200];VWAP D;2MV Frequências;IFR (RSI) [14];;
16/05/2025 18:15;140455;140480;140250;140325;141039;140605;140532,22;140465,24;140284,7;139873,78;139899,52;141075;47,93;;
16/05/2025 18:00;140465;140500;140450;140450;141039;140605;140568,89;140450,95;140283,4;139863,6;139897,28;141075;52,55;;
16/05/2025 17:45;140500;140520;140410;140470;141039;140605;140596,67;140421,19;140280,7;139853,08;139895,5;141075;53,32;;
16/05/2025 17:30;140525;140605;140465;140500;141039;140605;140613,33;140390,24;140275,1;139842,78;139891,57;141075;54,42;;
16/05/2025 17:15;140695;140730;140510;140530;141039;140605;140607,22;140354,05;140272,6;139831,65;139886,99;141075;55,48;;
16/05/2025 17:00;140700;140735;140625;140700;141039;140605;140597,78;140304,29;140270,2;139820,38;139877,9;141075;61,86;;
16/05/2025 16:45;140560;140740;140515;140705;141039;140605;140561,67;140242,38;140268,8;139807,38;139869,77;141075;62,05;;
16/05/2025 16:30;140545;140640;140490;140560;141039;140605;140546,11;140173,1;140269,4;139794,38;139856,14;141075;58,54;;
16/05/2025 16:15;140650;140660;140515;140550;141039;140605;140535,56;140115,95;140275,5;139782,53;139842,55;141075;58,29;;
16/05/2025 16:00;140700;140815;140615;140655;141039;140605;140509,44;140070,24;140283,1;139770,78;139829,46;141075;61,89;;
16/05/2025 15:45;140620;140850;140615;140700;141039;140605;140455;140034,52;140288;139758,95;139811,85;141075;63,45;;
16/05/2025 15:30;140445;140695;140415;140620;141039;140605;140403,33;139969,52;140286,5;139746,92;139788,8;141075;61,86;;
16/05/2025 15:15;140440;140515;140390;140445;141039;140605;140333,89;139913,57;140284,3;139735,15;139769,9;141075;58,18;;
16/05/2025 15:00;140380;140570;140350;140445;141039;140605;140287,22;139873,1;140286,2;139724,85;139757,93;141075;58,18;;
16/05/2025 14:45;140565;140575;140245;140375;141039;140605;140218,33;139829,29;140283;139714,75;139740,81;141075;56,73;;
16/05/2025 14:30;140460;140595;140340;140565;141039;140605;140156,67;139789,05;140281,8;139704,35;139722,24;141075;62,13;;
16/05/2025 14:15;140320;140485;140305;140465;141039;140605;140065;139748,81;140280,5;139693,38;139704,11;141075;60,29;;
16/05/2025 14:00;140165;140335;140130;140315;141039;140605;139956,11;139726,19;140284,1;139683,85;139685,67;141075;57,39;;
16/05/2025 13:45;140235;140275;140155;140165;141039;140605;139854,44;139762,38;140291,1;139675,45;139670,39;141075;54,3;;
16/05/2025 13:30;139995;140360;139985;140235;141039;140605;139752,78;139800,95;140295,8;139668,23;139662,33;141075;56,06;;
16/05/2025 13:15;140030;140070;139870;139995;141039;140605;139655,56;139839,52;140296,6;139661,6;139634,94;141075;50,99;;
16/05/2025 13:00;139820;140130;139790;140025;141039;140605;139610,56;139887,38;140303,1;139655,65;139624,91;141075;51,69;;
16/05/2025 12:45;139820;139975;139785;139825;141039;140605;139597,22;139934,76;140310;139649,9;139614,74;141075;47,26;;
16/05/2025 12:30;139740;139995;139655;139820;141039;140605;139542,78;139996,19;140313,8;139643,13;139607,57;141075;47,14;;
16/05/2025 12:15;139485;139770;139420;139740;141039;140605;139501,11;140057,38;140314,5;139636,8;139597,52;141075;45,41;;
16/05/2025 12:00;139395;139555;139285;139485;141039;140605;139485;140112,86;140318,2;139631,67;139597,65;141075;39,56;;
16/05/2025 11:45;139250;139535;139230;139400;141039;140605;139489,44;140173,1;140322,6;139627,65;139605,53;141075;37,48;;
16/05/2025 11:30;139360;139495;139120;139250;141039;140605;139503,89;140239,76;140335,9;139622,88;139614,36;141075;33,75;;
16/05/2025 11:15;139590;139720;139360;139360;141039;140605;139556,11;140305,24;140352,8;139618,23;139633,46;141075;35,18;;
16/05/2025 11:00;139905;139920;139520;139590;141039;140605;139626,11;140360;140366,1;139613,23;139640,9;141075;38,33;;
16/05/2025 10:45;139335;140000;139180;139905;141039;140605;139791,11;140391,9;140375,7;139606,45;139629,43;141075;43,26;;
16/05/2025 10:30;139450;139685;139215;139335;141039;140605;139910;140411,43;140379,2;139598,23;139639,32;141075;27,63;;
16/05/2025 10:15;139595;139610;139310;139445;141039;140605;140100;140452,14;140394,8;139592,7;139685,93;141075;29,06;;
16/05/2025 10:00;139520;139645;139250;139595;141039;140605;140272,78;140496,43;140409,2;139586,9;139733,06;141075;31,1;;
16/05/2025 09:45;139530;139580;139330;139525;141039;140605;140431,11;140535,24;140423;139579,92;139816,75;141075;28,94;;
16/05/2025 09:30;139720;139800;139455;139530;141039;140605;140607,78;140587,86;140439;139574,05;139902,97;141075;29;;
16/05/2025 09:15;139990;140010;139570;139720;141039;140605;140782,78;140645,24;140453,1;139570,1;140028,34;141075;31,31;;
16/05/2025 09:00;140770;140790;139965;139990;141039;140605;140914,44;140699,76;140464,3;139566,23;140302,6;141075;34,98;;
15/05/2025 18:15;140975;141075;140955;141075;140072;140340;140998,89;140744,52;140469;139560,35;140435,72;140065;62,28;;
15/05/2025 18:00;141045;141090;140930;140975;140072;140340;140968,33;140736,19;140449,5;139549,67;140434,22;140065;59,58;;
15/05/2025 17:45;141000;141110;140935;141045;140072;140340;140929,44;140719,52;140429,5;139540,45;140431,52;140065;62,49;;
15/05/2025 17:30;141015;141040;140930;141000;140072;140340;140870;140694,05;140414;139530,23;140427,66;140065;61,36;;
15/05/2025 17:15;141115;141125;141005;141020;140072;140340;140787,78;140672,14;140400,4;139520,38;140423,02;140065;62,13;;
15/05/2025 17:00;141105;141170;140975;141115;140072;140340;140709,44;140637,14;140388,4;139509,98;140417,66;140065;65,76;;
15/05/2025 16:45;140905;141140;140900;141105;140072;140340;140606,67;140599,05;140379,2;139499,55;140408,76;140065;65,57;;
15/05/2025 16:30;140755;140985;140740;140905;140072;140340;140525,56;140570,24;140367,7;139489,65;140394,75;140065;61,45;;
15/05/2025 16:15;140805;140835;140625;140750;140072;140340;140470,56;140557,86;140357,8;139480,63;140383,81;140065;57,82;;
15/05/2025 16:00;140630;140815;140575;140800;140072;140340;140457,22;140553,81;140352,4;139473;140377,08;140065;59,5;;
15/05/2025 15:45;140510;140665;140405;140625;140072;140340;140450;140534,76;140346,4;139465,23;140370,19;140065;55,28;;
15/05/2025 15:30;140260;140565;140230;140510;140072;140340;140476,67;140518,1;140345;139458,28;140366,17;140065;52,24;;
15/05/2025 15:15;140310;140430;140165;140260;140072;140340;140523,33;140509,05;140343,1;139451,92;140365,67;140065;44,66;;
15/05/2025 15:00;140195;140540;140180;140315;140072;140340;140594,44;140514,29;140349,2;139446,9;140368,13;140065;46,16;;
15/05/2025 14:45;140375;140505;140000;140190;140072;140340;140628,89;140500;140350,4;139443,05;140367,11;140065;42,06;;
15/05/2025 14:30;140410;140625;140315;140375;140072;140340;140664,44;140484,05;140355;139438,45;140375,06;140065;46,98;;
15/05/2025 14:15;140630;140860;140370;140410;140072;140340;140682,78;140462,62;140351;139430,58;140371,19;140065;47,96;;
15/05/2025 14:00;140735;140845;140585;140630;140072;140340;140668,89;140429,05;140352,4;139421,58;140357,55;140065;54,64;;
15/05/2025 13:45;140870;141025;140645;140735;140072;140340;140633,89;140402,14;140353,6;139411,13;140347,68;140065;58,24;;
15/05/2025 13:30;140925;140985;140860;140865;140072;140340;140607,78;140371,67;140353,1;139400,05;140327,75;140065;63,01;;
15/05/2025 13:15;140905;140995;140815;140930;140072;140340;140583,33;140331,67;140348,9;139386,8;140314,08;140065;65,5;;
15/05/2025 13:00;140630;140985;140610;140900;140072;140340;140553,89;140290,71;140346,5;139376,03;140295,44;140065;64,9;;
15/05/2025 12:45;140510;140670;140475;140625;140072;140340;140498,33;140251,67;140342;139363,08;140268,93;140065;58,87;;
15/05/2025 12:30;140535;140555;140380;140510;140072;140340;140459,44;140227,38;140344;139349,25;140260,14;140065;55,93;;
15/05/2025 12:15;140285;140585;140270;140540;140072;140340;140438,33;140210,95;140346,6;139335,48;140252,69;140065;56,92;;
15/05/2025 12:00;140315;140365;140030;140285;140072;140340;140419,44;140198,81;140351,7;139320,65;140242,56;140065;49,96;;
15/05/2025 11:45;140495;140505;140140;140315;140072;140340;140389,44;140200,71;140357,6;139305,42;140246,72;140065;50,86;;
15/05/2025 11:30;140645;140765;140420;140500;140072;140340;140338,33;140196,9;140361,8;139289,23;140240;140065;56,69;;
15/05/2025 11:15;140670;140940;140605;140645;140072;140340;140274,44;140186,43;140363,9;139270,65;140206,22;140065;61,85;;
15/05/2025 11:00;140395;140710;140195;140665;140072;140340;140170;140166,43;140366;139244,38;140128,25;140065;62,58;;
15/05/2025 10:45;140275;140475;140125;140400;140072;140340;140103,33;140139,52;140366,8;139218,05;140076,46;140065;56,23;;
15/05/2025 10:30;140325;140340;139970;140275;140072;140340;140069,44;140119,29;140375,1;139192,8;140045,84;140065;52,71;;
15/05/2025 10:15;140365;140395;140070;140320;140072;140340;140041,67;140119,05;140385,7;139167,92;140014,32;140065;54,16;;
15/05/2025 10:00;140010;140440;139910;140370;140072;140340;140013,89;140119,05;140396;139142,92;139950,63;140065;55,75;;
15/05/2025 09:45;139860;140050;139785;140015;140072;140340;139981,67;140121,43;140406,3;139117,9;139846,93;140065;45,15;;
15/05/2025 09:30;139930;140015;139815;139855;140072;140340;139992,78;140151,9;140426,2;139094;139823,83;140065;39,04;;
15/05/2025 09:15;139705;139970;139700;139925;140072;140340;140027,22;140184,05;140448,3;139071,1;139781,78;140065;40,89;;
15/05/2025 09:00;139775;139865;139570;139705;140072;140340;140067,22;140207,14;140463,2;139046,35;139740,19;140065;31,4;;
14/05/2025 18:15;140095;140140;140060;140065;140788;140070;140136,11;140244,05;140481;139023,28;140495,73;140525;41,54;;
14/05/2025 18:00;140020;140145;140015;140095;140788;140070;140155;140264,76;140491;138999,2;140496,63;140525;42,6;;
14/05/2025 17:45;140065;140085;140000;140025;140788;140070;140175,56;140286,67;140497,6;138975,33;140498,38;140525;39,23;;
14/05/2025 17:30;140075;140095;140020;140070;140788;140070;140197,78;140305,24;140503,7;138951,2;140500,28;140525;40,65;;
14/05/2025 17:15;140120;140125;140065;140080;140788;140070;140201,11;140328,81;140508,2;138926,15;140502,52;140525;40,96;;
14/05/2025 17:00;140165;140165;140010;140115;140788;140070;140189,44;140342,86;140512;138901,95;140504,69;140525;41,99;;
14/05/2025 16:45;140285;140355;140145;140165;140788;140070;140206,67;140357,38;140515,4;138877,03;140512,33;140525;43,44;;
14/05/2025 16:30;140330;140400;140270;140285;140788;140070;140223,89;140357,86;140518,7;138852,6;140517,14;140525;47,07;;
14/05/2025 16:15;140240;140335;140190;140325;140788;140070;140238,89;140367,14;140517,5;138828,1;140520,09;140525;48,32;;
14/05/2025 16:00;140285;140295;140155;140235;140788;140070;140275,56;140384,52;140517,1;138803,53;140524,18;140525;45,29;;
14/05/2025 15:45;140220;140295;140210;140280;140788;140070;140308,33;140407,14;140520,1;138778,13;140529,54;140525;46,55;;
14/05/2025 15:30;140095;140295;140090;140225;140788;140070;140322,78;140425;140524,7;138751,6;140533,16;140525;44,8;;
14/05/2025 15:15;139975;140125;139925;140100;140788;140070;140351,11;140452,86;140532,4;138726,48;140541,96;140525;40,7;;
14/05/2025 15:00;140270;140330;139925;139975;140788;140070;140395,56;140480,24;140543,5;138701,35;140552,92;140525;36,3;;
14/05/2025 14:45;140320;140385;140225;140270;140788;140070;140460;140515,95;140551;138677,13;140567,34;140525;43,34;;
14/05/2025 14:30;140425;140455;140255;140320;140788;140070;140476,11;140533,57;140546,4;138651;140572,32;140525;44,71;;
14/05/2025 14:15;140655;140690;140335;140420;140788;140070;140503,33;140556,19;140538,5;138624,15;140577,83;140525;47,49;;
14/05/2025 14:00;140525;140745;140510;140655;140788;140070;140498,33;140563,81;140524,5;138596,42;140582,47;140525;54,94;;
14/05/2025 13:45;140410;140565;140395;140530;140788;140070;140472,22;140557,62;140503;138567,35;140579,99;140525;51,15;;
14/05/2025 13:30;140480;140530;140335;140410;140788;140070;140432,78;140561,19;140481,3;138539,48;140581,96;140525;47,2;;
14/05/2025 13:15;140505;140630;140455;140480;140788;140070;140440,56;140577,38;140467,7;138511,63;140585,14;140525;49,36;;
14/05/2025 13:00;140555;140600;140465;140500;140788;140070;140463,89;140588,1;140445;138483,88;140586,08;140525;49,97;;
14/05/2025 12:45;140410;140590;140400;140555;140788;140070;140487,22;140603,1;140413,3;138457,23;140587,35;140525;51,59;;
14/05/2025 12:30;140570;140625;140355;140415;140788;140070;140498,33;140615;140376,6;138431,48;140589,55;140525;47,57;;
14/05/2025 12:15;140375;140645;140375;140565;140788;140070;140542,22;140635;140344,6;138407,88;140592,78;140525;51,86;;
14/05/2025 12:00;140425;140480;140170;140375;140788;140070;140554,44;140650,24;140304;138386,08;140596,23;140525;46,14;;
14/05/2025 11:45;140170;140485;140090;140420;140788;140070;140593,33;140680,48;140265,1;138365,05;140613,83;140525;47,38;;
14/05/2025 11:30;140475;140500;140125;140175;140788;140070;140617,78;140706,19;140229,1;138344,45;140636,19;140525;39,14;;
14/05/2025 11:15;140690;140750;140360;140480;140788;140070;140686,67;140729,76;140195,9;138325,13;140677,85;140525;47,79;;
14/05/2025 11:00;140715;140840;140625;140690;140788;140070;140697,78;140735,24;140157;138301,05;140693,08;140525;55,66;;
14/05/2025 10:45;140660;140750;140555;140710;140788;140070;140679,44;140729,29;140113,3;138275,35;140689,33;140525;56,48;;
14/05/2025 10:30;140815;141030;140555;140655;140788;140070;140667,78;140715,71;140068,9;138249,35;140692,54;140525;54,78;;
14/05/2025 10:15;140675;140940;140570;140810;140788;140070;140678,33;140700,24;140024,5;138223,48;140671,98;140525;61,04;;
14/05/2025 10:00;140720;140820;140310;140675;140788;140070;140666,67;140675,71;139975,9;138197;140650,43;140525;57,07;;
14/05/2025 09:45;140635;140790;140615;140725;140788;140070;140682,22;140656,43;139929,2;138171,08;140699,44;140525;59,14;;
14/05/2025 09:30;140800;140940;140615;140640;140788;140070;140691,11;140635,48;139885,2;138144,83;140697,67;140525;56,66;;
14/05/2025 09:15;140585;140860;140435;140795;140788;140070;140712,78;140620,71;139842,8;138119,1;140654,61;140525;63,16;;
14/05/2025 09:00;140555;140925;140530;140580;140788;140070;140722,78;140593,57;139796,3;138092,67;140673,13;140525;56,77;;
13/05/2025 18:15;140605;140630;140525;140525;138426;138996,67;140770,56;140580,48;139754,1;138067,38;139902,65;138620;54,91;;
13/05/2025 18:00;140755;140765;140590;140605;138426;138996,67;140818,89;140573,81;139708,3;138041,92;139900,32;138620;58,3;;
13/05/2025 17:45;140705;140780;140660;140750;138426;138996,67;140826,11;140569,29;139659,7;138015,03;139896,36;138620;65,04;;
13/05/2025 17:30;140815;140835;140660;140705;138426;138996,67;140808,89;140562,62;139611,4;137988,75;139891,27;138620;63,84;;
13/05/2025 17:15;140800;140840;140720;140815;138426;138996,67;140793,33;140560,24;139563,9;137962,25;139884,5;138620;69,26;;
13/05/2025 17:00;140835;140875;140720;140805;138426;138996,67;140750;140538,1;139515,1;137935,6;139877,5;138620;69,04;;
13/05/2025 16:45;140885;140970;140790;140835;138426;138996,67;140697,22;140501,67;139466,5;137908,85;139864,43;138620;70,46;;
13/05/2025 16:30;141010;141020;140875;140885;138426;138996,67;140637,22;140458,33;139418,9;137881,88;139845,13;138620;72,77;;
13/05/2025 16:15;140960;141360;140940;141010;138426;138996,67;140568,89;140402,86;139370,8;137854,7;139826,96;138620;78,78;;
13/05/2025 16:00;140670;141045;140655;140960;138426;138996,67;140488,33;140334,76;139318,9;137826,92;139778,07;138620;78,11;;
13/05/2025 15:45;140595;140745;140575;140670;138426;138996,67;140418,33;140262,62;139267,1;137799,17;139736,09;138620;73,61;;
13/05/2025 15:30;140565;140635;140465;140595;138426;138996,67;140368,89;140217,86;139219,3;137774,25;139714,84;138620;72,25;;
13/05/2025 15:15;140420;140720;140390;140565;138426;138996,67;140336,67;140158,33;139170;137750,1;139694,5;138620;71,7;;
13/05/2025 15:00;140330;140465;140315;140425;138426;138996,67;140316,67;140079,76;139123,7;137724,25;139660,4;138620;69,07;;
13/05/2025 14:45;140295;140350;140270;140330;138426;138996,67;140326,11;139998,57;139083,3;137700,2;139643,63;138620;67,14;;
13/05/2025 14:30;140265;140410;140250;140295;138426;138996,67;140357,22;139926,43;139046,9;137676,88;139632,7;138620;66,43;;
13/05/2025 14:15;140285;140360;140245;140270;138426;138996,67;140397,22;139842,62;139012,7;137653,73;139614,02;138620;65,94;;
13/05/2025 14:00;140325;140370;140210;140285;138426;138996,67;140406,11;139755;138974,9;137630,03;139601,07;138620;66,48;;
13/05/2025 13:45;140225;140385;140220;140330;138426;138996,67;140378,89;139675,71;138947;137606,9;139585,31;138620;68,04;;
13/05/2025 13:30;140310;140310;140165;140225;138426;138996,67;140333,89;139589,29;138911,4;137584,15;139565,14;138620;66,33;;
13/05/2025 13:15;140385;140435;140190;140305;138426;138996,67;140277,78;139508,81;138883,7;137562,33;139543,74;138620;68,94;;
13/05/2025 13:00;140505;140535;140355;140385;138426;138996,67;140197,22;139423,1;138854,3;137539,33;139516,23;138620;71,55;;
13/05/2025 12:45;140610;140660;140470;140510;138426;138996,67;140092,78;139332,86;138829,2;137515,73;139489,32;138620;75,72;;
13/05/2025 12:30;140660;140670;140455;140610;138426;138996,67;140006,11;139234,05;138809,1;137492,58;139458,21;138620;79,15;;
13/05/2025 12:15;140345;140820;140340;140655;138426;138996,67;139865,56;139127,86;138789,9;137470,23;139406,41;138620;80,67;;
13/05/2025 12:00;140040;140420;140020;140350;138426;138996,67;139672,22;139017,62;138766,5;137446,4;139306,4;138620;78;;
13/05/2025 11:45;139925;140115;139915;140040;138426;138996,67;139491,11;138930,71;138752,8;137424,2;139241,36;138620;74,71;;
13/05/2025 11:30;139720;140045;139710;139925;138426;138996,67;139355;138858,33;138716,4;137403,13;139197,88;138620;73,34;;
13/05/2025 11:15;139575;139890;139555;139720;138426;138996,67;139200,56;138789,05;138683,1;137382,2;139131,12;138620;70,7;;
13/05/2025 11:00;139445;139595;139370;139580;138426;138996,67;139057,22;138729,52;138653,7;137360,1;139070,18;138620;68,74;;
13/05/2025 10:45;139730;139830;139420;139445;138426;138996,67;138950,56;138665,48;138627;137339,38;139035,53;138620;66,75;;
13/05/2025 10:30;139350;139775;139275;139730;138426;138996,67;138847,22;138605;138604,1;137319,88;138956,45;138620;76,28;;
13/05/2025 10:15;138920;139550;138875;139345;138426;138996,67;138714,44;138538,57;138574,6;137299;138814,57;138620;71,1;;
13/05/2025 10:00;138720;138940;138655;138915;138426;138996,67;138621,11;138490,24;138550,4;137280;138658,26;138620;62,66;;
13/05/2025 09:45;138815;138825;138545;138720;138426;138996,67;138573,89;138464,52;138538,7;137263,13;138604,32;138620;57,41;;
13/05/2025 09:30;138540;138825;138425;138815;138426;138996,67;138542,22;138448,1;138530,5;137247;138582,54;138620;61,31;;
13/05/2025 09:15;138435;138600;138430;138535;138426;138996,67;138493,89;138430,95;138522,7;137230,53;138528,99;138620;52,49;;
13/05/2025 09:00;138700;138785;138325;138430;138426;138996,67;138472,22;138428,33;138517,8;137215,7;138531,14;138620;48,39;;
12/05/2025 18:15;138510;138620;138445;138620;138250;138398,33;138482,78;138427,62;138516,1;137201,95;138718,39;138220;56,59;;
12/05/2025 18:00;138540;138555;138485;138515;138250;138398,33;138471,67;138415,71;138511,9;137187,08;138719,13;138220;52,46;;
12/05/2025 17:45;138505;138590;138490;138535;138250;138398,33;138466,67;138404,52;138507,1;137172,92;138719,98;138220;53,36;;
12/05/2025 17:30;138490;138525;138460;138505;138250;138398,33;138459,44;138385,24;138501,9;137158,45;138721,15;138220;52,22;;
12/05/2025 17:15;138435;138555;138425;138490;138250;138398,33;138429,44;138373,1;138493,8;137144,48;138722,41;138220;51,67;;
12/05/2025 17:00;138385;138465;138355;138435;138250;138398,33;138394,44;138369,05;138486,1;137130,2;138724,89;138220;49,7;;
12/05/2025 16:45;138340;138450;138320;138380;138250;138398,33;138383,33;138372,62;138481,2;137116,13;138728,6;138220;47,73;;
12/05/2025 16:30;138520;138530;138325;138340;138250;138398,33;138377,78;138382,38;138477,6;137101,95;138734,51;138220;46,31;;
12/05/2025 16:15;138520;138575;138475;138525;138250;138398,33;138381,67;138384,29;138476,6;137088,15;138740,26;138220;52,44;;
12/05/2025 16:00;138475;138610;138440;138520;138250;138398,33;138365;138401,67;138472;137073,23;138743,22;138220;52,28;;
12/05/2025 15:45;138475;138530;138420;138470;138250;138398,33;138357,78;138403,1;138466,9;137058,55;138747,24;138220;50,75;;
12/05/2025 15:30;138235;138515;138225;138470;138250;138398,33;138358,89;138420,71;138465,2;137044,13;138751,73;138220;50,75;;
12/05/2025 15:15;138175;138290;138060;138235;138250;138398,33;138352,78;138438,1;138464,3;137030,55;138762,87;138220;43,43;;
12/05/2025 15:00;138340;138385;138160;138175;138250;138398,33;138367,78;138480,71;138465,5;137018,08;138780,43;138220;41,37;;
12/05/2025 14:45;138335;138465;138300;138335;138250;138398,33;138379,44;138544,05;138469,4;137005,9;138791,5;138220;45,48;;
12/05/2025 14:30;138375;138415;138275;138330;138250;138398,33;138356,67;138606,67;138473,9;136994,1;138799,27;138220;45,32;;
12/05/2025 14:15;138370;138495;138350;138375;138250;138398,33;138347,78;138661,67;138480;136982,2;138809,67;138220;46,45;;
12/05/2025 14:00;138450;138460;138305;138375;138250;138398,33;138351,11;138723,1;138486,9;136970,05;138818,51;138220;46,45;;
12/05/2025 13:45;138475;138500;138360;138455;138250;138398,33;138366,11;138715,71;138497,6;136957,08;138828,67;138220;48,28;;
12/05/2025 13:30;138415;138530;138375;138480;138250;138398,33;138380,56;138706,43;138504,6;136944,25;138838,63;138220;48,84;;
12/05/2025 13:15;138370;138450;138240;138415;138250;138398,33;138369,44;138695,48;138512,5;136932,28;138848,53;138220;47,37;;
12/05/2025 13:00;138275;138400;138240;138370;138250;138398,33;138422,22;138687,38;138513,6;136922,15;138866,82;138220;46,37;;
12/05/2025 12:45;138125;138285;138090;138280;138250;138398,33;138442,22;138684,05;138517,3;136913,53;138881,4;138220;44,43;;
12/05/2025 12:30;138245;138390;138110;138130;138250;138398,33;138504,44;138682,86;138526;136908,23;138904,14;138220;41,12;;
12/05/2025 12:15;138405;138410;138155;138250;138250;138398,33;138582,78;138683,1;138537;136903,88;138935,2;138220;43,02;;
12/05/2025 12:00;138505;138535;138310;138405;138250;138398,33;138680,56;138686,9;138540,9;136898,98;138968,34;138220;45,55;;
12/05/2025 11:45;138585;138595;138335;138510;138250;138398,33;138802,78;138682,38;138539,2;136893,88;138992,84;138220;47,3;;
12/05/2025 11:30;138375;138635;138230;138585;138250;138398,33;138929,44;138678,33;138536,2;136886,9;139025,5;138220;48,53;;
12/05/2025 11:15;138885;138900;138275;138380;138250;138398,33;139029,44;138664,29;138529,2;136879,88;139077,11;138220;44,88;;
12/05/2025 11:00;138545;138940;138500;138890;138250;138398,33;139172,22;138662,62;138526,8;136875,75;139138,71;138220;53,68;;
12/05/2025 10:45;138840;138850;138485;138550;138250;138398,33;139097,78;138639,76;138513,6;136867,73;139193,21;138220;47,28;;
12/05/2025 10:30;138835;139155;138615;138840;138250;138398,33;139065,56;138626,67;138508,3;136861,15;139276,63;138220;53,09;;
12/05/2025 10:15;139130;139140;138660;138835;138250;138398,33;139000;138599,76;138495,5;136853,13;139370,91;138220;53;;
12/05/2025 10:00;139505;139515;139050;139130;138250;138398,33;138934,44;138564,76;138485,8;136844,9;139512,25;138220;59,41;;
12/05/2025 09:45;139645;139675;139455;139505;138250;138398,33;138842,22;138515,95;138478;136834,8;139618,36;138220;69,32;;
12/05/2025 09:30;139485;139770;139460;139650;138250;138398,33;138703,33;138453,33;138466,8;136822,45;139629,09;138220;73,74;;
12/05/2025 09:15;139665;139675;139280;139485;138250;138398,33;138535;138384,29;138450,1;136809,98;139632,98;138220;71,84;;
12/05/2025 09:00;140305;140310;139470;139665;138250;138398,33;138406,67;138327,38;138439,2;136797,98;139775,56;138220;77,51;;
09/05/2025 18:15;138255;138340;138220;138220;138221;138120;138256,11;138262,14;138428,5;136784,35;138488,73;138360;45,44;;
09/05/2025 18:00;138255;138300;138215;138260;138221;138120;138278,89;138264,29;138444,1;136777,08;138489,19;138360;47,16;;
09/05/2025 17:45;138245;138290;138215;138250;138221;138120;138282,22;138270,24;138459,5;136769,8;138489,79;138360;46,69;;
09/05/2025 17:30;138300;138315;138210;138245;138221;138120;138292,78;138278,57;138473,3;136762,25;138490,54;138360;46,47;;
09/05/2025 17:15;138255;138340;138245;138300;138221;138120;138311,11;138280,95;138489;136754,78;138491,47;138360;48,53;;
09/05/2025 17:00;138130;138320;138125;138255;138221;138120;138308,33;138284,29;138505,5;136746,38;138492,57;138360;46,74;;
09/05/2025 16:45;138325;138350;138130;138135;138221;138120;138310,56;138298,81;138522,4;136739,38;138495,9;138360;41,71;;
09/05/2025 16:30;138310;138405;138245;138330;138221;138120;138306,67;138322,62;138544,2;136732,98;138500,29;138360;48,64;;
09/05/2025 16:15;138430;138450;138280;138310;138221;138120;138281,67;138341,19;138562,5;136725,6;138503,16;138360;47,81;;
09/05/2025 16:00;138285;138430;138265;138425;138221;138120;138268,33;138369,76;138581;136717,3;138505,2;138360;52,3;;
09/05/2025 15:45;138340;138345;138235;138290;138221;138120;138243,33;138387,86;138597,3;136708,78;138507,76;138360;46,86;;
09/05/2025 15:30;138405;138510;138290;138345;138221;138120;138243,33;138415,71;138616,6;136700,17;138510,78;138360;48,98;;
09/05/2025 15:15;138275;138410;138175;138410;138221;138120;138237,78;138421,67;138640,6;136692,42;138513,87;138360;51,53;;
09/05/2025 15:00;138280;138375;138235;138275;138221;138120;138221,67;138428,57;138657,8;136683,28;138518,94;138360;46,12;;
09/05/2025 14:45;138095;138310;138065;138275;138221;138120;138233,89;138449,52;138668,3;136674,98;138523,71;138360;46,12;;
09/05/2025 14:30;138105;138170;138015;138100;138221;138120;138250,56;138468,81;138675;136666,45;138530,88;138360;38,44;;
09/05/2025 14:15;138190;138270;137905;138105;138221;138120;138272,22;138485,24;138683,8;136660,9;138540,98;138360;38,59;;
09/05/2025 14:00;138200;138255;138105;138190;138221;138120;138301,67;138495,48;138692,1;136655,95;138556,71;138360;41,04;;
09/05/2025 13:45;138290;138380;138165;138200;138221;138120;138342,78;138503,57;138692,6;136650,25;138566,55;138360;41,33;;
09/05/2025 13:30;138295;138430;138275;138290;138221;138120;138391,11;138505,24;138704,1;136644,7;138573,04;138360;43,9;;
09/05/2025 13:15;138265;138345;138155;138295;138221;138120;138438,89;138503,81;138704,5;136637,48;138578,96;138360;44,05;;
09/05/2025 13:00;138390;138440;138205;138265;138221;138120;138507,22;138500,71;138695,8;136630,1;138587,41;138360;43,02;;
09/05/2025 12:45;138425;138485;138295;138385;138221;138120;138567,22;138501,67;138685,6;136622,15;138596,28;138360;46,16;;
09/05/2025 12:30;138300;138465;138170;138425;138221;138120;138621,67;138492,86;138669,4;136615,55;138602,93;138360;47,22;;
09/05/2025 12:15;138370;138410;138190;138295;138221;138120;138626,67;138489,29;138645,7;136608,25;138613,49;138360;43,27;;
09/05/2025 12:00;138565;138595;138250;138370;138221;138120;138655,56;138510,48;138621,3;136601,08;138628,78;138360;45,08;;
09/05/2025 11:45;138630;138690;138205;138560;138221;138120;138693,89;138537,86;138589,6;136593,45;138640,29;138360;49,99;;
09/05/2025 11:30;138720;138740;138350;138635;138221;138120;138707,22;138550;138526,2;136585,03;138656,37;138360;52,06;;
09/05/2025 11:15;138910;139070;138630;138720;138221;138120;138686,11;138564,52;138461,5;136577,58;138666,57;138360;54,45;;
09/05/2025 11:00;138805;139015;138715;138910;138221;138120;138641,67;138584,05;138394,1;136567,98;138647,57;138360;60,16;;
