Data;Abertura;Máxima;Mínima;Fechamento;Prior Cote;Média Móvel A [9];Média Móvel A [21];Média Móvel A [50];Média Móvel A [200];VWAP D;IFR (RSI) [14];
08/05/2025 17:05;138235;138265;138165;138190;135278;138575,56;138796,67;138989,1;136863,2;138410,7;20,49;
08/05/2025 17:00;138350;138355;138050;138235;135278;138659,44;138835,24;139010,4;136852,85;138411,57;21,41;
08/05/2025 16:55;138475;138480;138235;138350;135278;138730;138874,52;139029,7;136841,83;138414,69;23,98;
08/05/2025 16:50;138630;138640;138445;138470;135278;138781,67;138906,9;139052,2;136830,92;138416,18;27,12;
08/05/2025 16:45;138735;138740;138630;138635;135278;138822,22;138935;139073,7;136819,73;138414,76;32,56;
08/05/2025 16:40;138775;138835;138695;138740;135278;138854,44;138954,05;139087,7;136807,95;138412,9;36,95;
08/05/2025 16:35;138840;138865;138750;138775;135278;138876,67;138963,57;139101;136795,75;138410,16;38,56;
08/05/2025 16:30;138940;138955;138800;138840;135278;138907,78;138971,43;139110,9;136784,23;138407,45;41,69;
08/05/2025 16:25;138945;139000;138890;138945;135278;138928,33;138982,38;139117,2;136772,15;138404,15;47,46;
08/05/2025 16:20;138870;139020;138865;138945;135278;138948,89;138986,43;139117;136758,98;138401,52;47,46;
08/05/2025 16:15;138815;138895;138805;138870;135278;138958,89;138995,71;139114,1;136745,95;138395,38;42,56;
08/05/2025 16:10;138835;138900;138800;138815;135278;138970,56;139010,24;139113,9;136733,4;138392,67;38,66;
08/05/2025 16:05;138930;138955;138830;138835;135278;138991,11;139025;139110,3;136717,65;138388,5;39,57;
08/05/2025 16:00;138945;139010;138910;138925;135278;139009,44;139034,76;139105,8;136701,75;138385,25;43,87;
08/05/2025 15:55;139060;139095;138925;138940;135278;139024,44;139041,43;139098,1;136684,88;138381,8;44,62;
08/05/2025 15:50;139030;139070;139010;139055;135278;139034,44;139049,05;139090;136667,92;138376,69;50,8;
08/05/2025 15:45;139130;139155;139020;139025;135278;139035;139049,29;139079,7;136650,28;138373,69;49,09;
08/05/2025 15:40;139040;139140;139035;139130;135278;139036,11;139054,52;139067,8;136632,7;138368,76;55,33;
08/05/2025 15:35;138975;139045;138945;139035;135278;139015;139059,05;139059,1;136614,65;138362,69;49,99;
08/05/2025 15:30;139000;139015;138905;138975;135278;139004,44;139070,48;139048,8;136596,98;138359,48;46,22;
08/05/2025 15:25;139005;139055;138995;139000;135278;139015;139088,81;139039,6;136579,5;138355,04;47,6;
08/05/2025 15:20;139060;139060;138940;139000;135278;139018,33;139100,48;139025,3;136561,78;138352,14;47,6;
08/05/2025 15:15;139030;139080;139005;139060;135278;139033,89;139107,62;139009,6;136544,15;138347,16;50,76;
08/05/2025 15:10;139055;139090;139025;139030;135278;139046,67;139107,38;139001,3;136526,42;138343,77;49,2;
08/05/2025 15:05;139030;139080;138990;139060;135278;139057,22;139117,14;138992,3;136509,03;138340,73;50,7;
08/05/2025 15:00;138935;139080;138880;139035;135278;139055;139122,14;138986,6;136491,23;138336,22;49,51;
08/05/2025 14:55;138935;138945;138850;138940;135278;139058,33;139136,9;138981,6;136473,5;138328,05;44,81;
08/05/2025 14:50;139075;139085;138920;138940;135278;139076,11;139151,19;138970,5;136456,23;138322,31;44,81;
08/05/2025 14:45;139030;139090;138995;139070;135278;139089,44;139163,81;138957,9;136438,9;138316,68;50,33;
08/05/2025 14:40;139145;139155;139005;139030;135278;139096,67;139170,95;138937,1;136420,92;138311,83;48,52;
08/05/2025 14:35;139170;139220;139085;139140;135278;139118,33;139181,67;138914,2;136403,23;138306,21;53,51;
08/05/2025 14:30;139120;139190;139080;139175;135278;139133,33;139184,52;138888,6;136385,08;138298,61;55,18;
08/05/2025 14:25;139040;139150;139000;139125;135278;139153,89;139198,81;138861,7;136366,67;138293,1;53,24;
08/05/2025 14:20;139070;139110;139015;139040;135278;139167,22;139218,81;138835,5;136348,48;138286,99;49,81;
08/05/2025 14:15;139100;139120;139015;139065;135278;139179,44;139232,86;138809,8;136330,65;138283,14;50,83;
08/05/2025 14:10;139060;139140;139030;139100;135278;139178,33;139249,05;138784,4;136312,88;138278,54;52,22;
08/05/2025 14:05;139130;139210;139045;139060;135278;139193,33;139257,14;138757,9;136295,08;138272,7;50,79;
08/05/2025 14:00;139230;139260;139120;139135;135278;139205;139261,67;138728,2;136277,05;138263,65;53,57;
08/05/2025 13:55;139275;139355;139220;139225;135278;139228,33;139252,14;138697,7;136258,98;138257,43;57,06;
08/05/2025 13:50;139365;139410;139260;139275;135278;139230;139231,9;138660,8;136240,25;138250,32;59,05;
08/05/2025 13:45;139245;139375;139215;139360;135278;139222,22;139212,14;138620,1;136221,33;138240,1;62,47;
08/05/2025 13:40;139145;139270;139105;139245;135278;139206,67;139177,62;138576,9;136201,7;138231,08;59,52;
08/05/2025 13:35;139055;139160;139015;139150;135278;139207,78;139147,38;138534,5;136182,28;138222,93;56,92;
08/05/2025 13:30;139235;139240;138990;139055;135278;139213,33;139118,33;138493;136162,85;138217,41;54,19;
08/05/2025 13:25;139165;139260;139120;139235;135278;139260;139093,57;138449,2;136143,7;138203,22;60,99;
08/05/2025 13:20;139340;139355;139150;139165;135278;139294,44;139060,48;138402,4;136124,28;138195,86;59,14;
08/05/2025 13:15;139240;139355;139220;139345;135278;139313,33;139025,48;138354,8;136105,7;138187,13;66,71;
08/05/2025 13:10;139205;139305;139195;139240;135278;139320;138994,52;138303,2;136086,45;138178,29;64,23;
08/05/2025 13:05;139220;139230;139110;139205;135278;139323,33;138960,24;138252,7;136067,48;138169,11;63,39;
08/05/2025 13:00;139255;139290;139145;139220;135278;139317,78;138927,38;138176,4;136048,4;138160,9;63,99;
08/05/2025 12:55;139205;139335;139130;139255;135278;139286,11;138882,86;138098,7;136029,33;138150,76;65,33;
08/05/2025 12:50;139480;139495;139145;139200;135278;139235,56;138833,33;138021,6;136011,2;138136,82;64,23;
08/05/2025 12:45;139545;139560;139455;139475;135278;139197,78;138806,9;137946;135993,13;138117,05;75,26;
08/05/2025 12:40;139330;139620;139330;139545;135278;139104,44;138764,29;137863,3;135973,17;138100,36;78,44;
08/05/2025 12:35;139400;139525;139250;139335;135278;139000,56;138727,62;137779,4;135952,53;138070,78;75,56;
08/05/2025 12:30;139265;139425;139215;139405;135278;138912,22;138701,43;137699,7;135932,83;138039,69;78,82;
08/05/2025 12:25;139155;139400;139085;139270;135278;138815,56;138652,86;137617,6;135913,08;138014,45;77,04;
08/05/2025 12:20;138935;139180;138920;139155;135278;138734,44;138607,14;137538,2;135894,05;137975,33;75,42;
08/05/2025 12:15;138795;139005;138735;138935;135278;138653,89;138553,57;137461;135875,63;137946,61;71,88;
08/05/2025 12:10;138860;138910;138730;138800;135278;138627,22;138503,57;137388,2;135858,15;137925,4;69,36;
08/05/2025 12:05;138630;138910;138630;138860;135278;138596,11;138458,81;137318,6;135840,98;137911,1;72,02;
08/05/2025 12:00;138610;138660;138550;138635;135278;138557,78;138409,76;137247,3;135823,98;137887,9;67,72;
08/05/2025 11:55;138540;138660;138420;138610;135278;138518,89;138370,71;137180,4;135808,05;137878,37;67,2;
08/05/2025 11:50;138535;138570;138430;138540;135278;138475;138330;137115,5;135792,28;137866,04;65,76;
08/05/2025 11:45;138540;138625;138490;138535;135278;138486,67;138294,52;137051,3;135776,65;137857,38;65,66;
08/05/2025 11:40;138430;138575;138350;138540;135278;138491,67;138258,33;136985,5;135761,25;137847;65,84;
08/05/2025 11:35;138695;138735;138420;138430;135278;138517,78;138212,38;136919,4;135745,88;137833,46;63,83;
08/05/2025 11:30;138520;138750;138520;138695;135278;138557,22;138173,33;136854,7;135731,1;137816,4;73,47;
08/05/2025 11:25;138510;138595;138435;138520;135278;138522,78;138110,71;136784,9;135714,67;137797,2;70,76;
08/05/2025 11:20;138285;138555;138260;138515;135278;138499,44;138049,76;136720;135700,13;137781,81;70,69;
08/05/2025 11:15;138215;138375;138210;138285;135278;138445,56;137987,14;136651,5;135686,2;137761,47;66,84;
08/05/2025 11:10;138645;138665;138205;138215;135278;138401,11;137931,9;136586,1;135673,2;137748,05;65,57;
08/05/2025 11:05;138575;138730;138515;138645;135278;138361,67;137877,62;136521,3;135660,1;137718,07;84;
08/05/2025 11:00;138780;138800;138570;138580;135278;138271,11;137792,86;136450,1;135645,03;137690,68;83,35;
08/05/2025 10:55;138785;138885;138685;138775;135278;138186,11;137712,62;136380,8;135630,95;137653,01;94,12;
08/05/2025 10:50;138385;138815;138370;138785;135278;138072,78;137617,86;136307,1;135614,73;137611,37;94,71;
08/05/2025 10:45;138315;138575;138245;138385;135278;137962,78;137521,67;136234,2;135598;137537,68;93,12;
08/05/2025 10:40;138025;138445;138010;138310;135278;137895;137442,14;136169,1;135583,05;137480,94;92,75;
08/05/2025 10:35;137885;138070;137815;138030;135278;137813,33;137303,1;136107,9;135568,48;137397,71;91,04;
08/05/2025 10:30;137860;138070;137805;137885;135278;137766,67;137174,76;136049,1;135556;137366,64;89,9;
08/05/2025 10:25;137830;137930;137825;137860;135278;137710,56;137056,43;135993,4;135544,65;137316,47;89,69;
08/05/2025 10:20;137810;137855;137700;137830;135278;137641,67;136940,24;135942,6;135534,33;137291,58;89,45;
08/05/2025 10:15;137760;137965;137750;137815;135278;137571,67;136821,67;135893,8;135524,25;137263,74;89,33;
08/05/2025 10:10;137795;137830;137670;137755;135278;137495;136704,29;135843,3;135513,5;137216,71;88,87;
08/05/2025 10:05;137775;137940;137740;137795;135278;137419,44;136589,76;135792,2;135503,35;137190,13;91,31;
08/05/2025 10:00;137575;137840;137465;137775;135278;137316,11;136470,95;135739;135492,6;137137,01;91,2;
08/05/2025 09:55;137610;137695;137555;137575;135278;137218,33;136353,1;135686,5;135482,05;137071,56;90;
08/05/2025 09:50;137380;137670;137380;137610;135278;137130,56;136244,52;135636,2;135472,88;137034,76;92,04;
08/05/2025 09:45;137235;137450;137235;137380;135278;137036,67;136134,29;135585,4;135463,05;136962,86;90,76;
08/05/2025 09:40;137195;137275;137080;137240;135278;136962,78;136036,19;135542,3;135453,8;136909,65;89,84;
08/05/2025 09:35;137130;137290;137100;137200;135278;136757,22;135943,57;135502,3;135446;136876,69;89,56;
08/05/2025 09:30;137080;137245;137070;137125;135278;136550;135852,62;135460,7;135438,7;136830,85;89,04;
08/05/2025 09:25;136870;137220;136855;137075;135278;136358,33;135768,81;135422;135431,38;136793,2;88,69;
08/05/2025 09:20;136900;136960;136845;136865;135278;136174,44;135685,71;135383,1;135425,05;136722,79;87,1;
08/05/2025 09:15;136785;136965;136780;136895;135278;136005;135608,57;135348,5;135419,9;136699,81;88,76;
08/05/2025 09:10;136760;136820;136660;136785;135278;135833,33;135529,52;135313,4;135414,33;136646,69;87,98;
08/05/2025 09:05;136710;136850;136615;136765;135278;135673,89;135453,81;135283,3;135409,38;136619,27;87,84;
08/05/2025 09:00;136400;136735;136380;136715;135278;135511,11;135379,52;135254,6;135405,23;136521,12;87,49;
07/05/2025 18:20;135330;135415;135325;135390;135480;135353,89;135310,95;135226;135400,95;135323,71;58,63;
07/05/2025 18:15;135405;135435;135315;135335;135480;135343,33;135296,67;135225,9;135402,95;135323,65;54,59;
07/05/2025 18:10;135415;135445;135385;135400;135480;135338,89;135281,43;135228,2;135404,45;135323,58;61,14;
07/05/2025 18:05;135340;135440;135340;135420;135480;135330;135261,19;135227,4;135405,98;135323,46;63,31;
07/05/2025 18:00;135355;135380;135325;135340;135480;135316,11;135245,24;135227,2;135407;135323,34;57,74;
07/05/2025 17:55;135350;135380;135325;135350;135480;135310,56;135234,52;135229,4;135408,67;135323,32;58,77;
07/05/2025 17:50;135300;135350;135290;135350;135480;135312,22;135222,14;135228,1;135410,25;135323,29;58,77;
07/05/2025 17:45;135295;135310;135285;135300;135480;135310;135212,14;135224,2;135412,55;135323,28;55,31;
07/05/2025 17:40;135290;135325;135275;135300;135480;135303,89;135204,05;135220;135415,78;135323,3;55,31;
07/05/2025 17:35;135295;135310;135270;135295;135480;135296,67;135201,67;135214;135418,67;135323,33;54,99;
07/05/2025 17:30;135320;135335;135250;135295;135480;135285,56;135191,9;135207,6;135421,35;135323,36;54,99;
07/05/2025 17:25;135300;135335;135290;135320;135480;135275,56;135182,62;135203,1;135424,58;135323,45;56,77;
07/05/2025 17:20;135290;135340;135260;135295;135480;135270,56;135182,62;135200,3;135428,67;135323,47;55,43;
07/05/2025 17:15;135360;135375;135280;135290;135480;135247,78;135187,14;135198,4;135432,38;135323,57;55,17;
07/05/2025 17:10;135330;135415;135315;135365;135480;135217,22;135187,14;135194,1;135435,8;135323,59;60,02;
07/05/2025 17:05;135245;135360;135240;135330;135480;135173,89;135179,29;135188,1;135438,42;135323,39;58,44;
07/05/2025 17:00;135240;135315;135170;135245;135480;135146,67;135170;135183;135441,28;135323,54;54,36;
07/05/2025 16:55;135200;135295;135150;135235;135480;135132,22;135165,48;135178,3;135444,95;135324,13;53,87;
07/05/2025 16:50;135210;135285;135105;135195;135480;135116,11;135157,14;135174,4;135448,33;135324,75;51,94;
07/05/2025 16:45;135275;135350;135165;135205;135480;135110;135151,19;135173,1;135451,53;135326,17;52,45;
07/05/2025 16:40;135090;135440;135065;135275;135480;135101,67;135152,14;135171,4;135454,48;135327,05;56,02;
07/05/2025 16:35;135015;135160;134995;135090;135480;135098,89;135150,48;135166,5;135457,23;135328,43;47,19;
07/05/2025 16:30;134975;135095;134940;135015;135480;135098,89;135151,9;135165,6;135461,03;135330,47;42,87;
07/05/2025 16:25;135090;135100;134895;134975;135480;135108,33;135160,24;135162,3;135465,15;135333,1;40,46;
07/05/2025 16:20;135110;135150;135055;135085;135480;135146,67;135167,62;135160,3;135468,98;135337,23;45,35;
07/05/2025 16:15;135095;135135;134930;135115;135480;135180,56;135170;135157,6;135472,42;135338,82;46,78;
07/05/2025 16:10;135140;135160;135005;135090;135480;135200;135171,19;135154,7;135475,05;135343,03;45,45;
07/05/2025 16:05;135130;135150;134995;135140;135480;135212,22;135180,24;135150,9;135476,1;135345,49;47,66;
07/05/2025 16:00;135245;135245;135085;135130;135480;135211,67;135189,29;135145,6;135477,23;135348,71;47,18;
07/05/2025 15:55;135090;135345;135090;135250;135480;135213,89;135196,67;135139,3;135478,75;135350,93;52,53;
07/05/2025 15:50;135095;135175;134960;135090;135480;135192,78;135203,1;135131,9;135480,15;135352,58;44,78;
07/05/2025 15:45;135325;135380;135015;135100;135480;135190,56;135220,24;135126,9;135482,38;135356,83;45,21;
07/05/2025 15:40;135390;135430;135285;135320;135480;135204,44;135232,62;135124,3;135484,6;135360,28;56,19;
07/05/2025 15:35;135300;135445;135200;135390;135480;135195,56;135236,9;135118,3;135485,73;135360,34;60,53;
07/05/2025 15:30;135195;135345;135125;135290;135480;135165,56;135239,76;135109,6;135486,42;135361,01;56,03;
07/05/2025 15:25;135140;135225;135120;135200;135480;135154,44;135239,52;135102,5;135487,75;135362,5;51,38;
07/05/2025 15:20;135150;135220;135080;135135;135480;135146,67;135237,38;135096,8;135489,45;135363,5;47,68;
07/05/2025 15:15;135060;135200;135000;135150;135480;135146,67;135235,24;135090,9;135491,53;135365,39;48,47;
07/05/2025 15:10;135065;135190;135015;135060;135480;135145,56;135228,1;135083,6;135493,5;135368,29;43,22;
07/05/2025 15:05;135225;135235;134945;135070;135480;135170;135224,05;135080,9;135495,92;135371,98;43,68;
07/05/2025 15:00;135235;135520;135105;135225;135480;135198,89;135224,05;135078,1;135498,35;135378,36;51,56;
07/05/2025 14:55;135125;135290;135080;135240;135480;135205,56;135221,9;135071,6;135499,92;135379,47;52,41;
07/05/2025 14:50;135185;135250;135070;135120;135480;135221,67;135220;135064,4;135501,08;135380,96;45,77;
07/05/2025 14:45;135125;135195;135085;135190;135480;135258,33;135217,86;135065,4;135502,78;135383,55;49,51;
07/05/2025 14:40;135135;135225;135115;135130;135480;135277,22;135211,9;135067,3;135504,3;135385,15;46;
07/05/2025 14:35;135140;135165;135050;135135;135480;135308,33;135209,29;135073,5;135506,05;135387,42;46,25;
07/05/2025 14:30;135280;135290;135140;135140;135480;135343,33;135203,33;135078,9;135508,1;135390,95;46,48;
07/05/2025 14:25;135330;135360;135270;135280;135480;135359,44;135198,57;135084,9;135510;135392,81;53,52;
07/05/2025 14:20;135290;135340;135240;135330;135480;135345,56;135191,43;135089,7;135511,4;135393,36;56,35;
07/05/2025 14:15;135380;135440;135280;135285;135480;135318,89;135181,43;135097;135512,5;135394,4;54,33;
07/05/2025 14:10;135445;135475;135340;135385;135480;135287,22;135169,29;135107,2;135513,92;135394,7;60,06;
07/05/2025 14:05;135360;135465;135335;135450;135480;135241,67;135153,1;135121,7;135514,7;135394,69;64,14;
07/05/2025 14:00;135410;135415;135320;135360;135480;135199,44;135124,52;135136,8;135515,58;135394,53;60,71;
07/05/2025 13:55;135450;135480;135325;135410;135480;135179,44;135101,43;135152;135517,17;135394,78;63,86;
07/05/2025 13:50;135285;135450;135250;135450;135480;135156,11;135079,52;135164,4;135518,3;135394,76;66,42;
07/05/2025 13:45;135150;135295;135140;135285;135480;135114,44;135056,67;135178,8;135519,65;135395,76;60,32;
07/05/2025 13:40;135095;135160;135060;135155;135480;135090;135038,33;135197,7;135521,45;135397,89;54,24;
07/05/2025 13:35;135000;135105;134990;135090;135480;135081,11;135025;135220,2;135524,2;135400,13;50,73;
07/05/2025 13:30;134975;135020;134970;135000;135480;135072,22;135011,9;135244,4;135527,4;135403,02;45,34;
07/05/2025 13:25;135070;135080;134930;134975;135480;135076,67;135006,19;135273,8;135530,83;135405,27;43,76;
07/05/2025 13:20;135180;135210;135065;135070;135480;135093,89;134999,76;135302,8;135534,53;135410,52;48,75;
07/05/2025 13:15;135200;135220;135110;135180;135480;135099,44;134995;135327,6;135537,17;135413,71;55,56;
07/05/2025 13:10;135075;135220;135060;135200;135480;135082,78;134987,38;135350,8;135539,48;135416,2;56,91;
07/05/2025 13:05;135065;135115;135050;135075;135480;135065,56;134975,71;135374;135541,8;135419,01;49,88;
07/05/2025 13:00;135075;135125;135040;135065;135480;135040,56;134969,05;135385,8;135544,3;135420,88;49,26;
07/05/2025 12:55;135015;135115;135005;135075;135480;135019,44;134961,9;135397,6;135547,53;135423,82;49,83;
07/05/2025 12:50;135040;135040;134960;135010;135480;135005,56;134950,71;135407,1;135549,8;135427,65;46,08;
07/05/2025 12:45;135130;135165;135005;135040;135480;135001,11;134940;135417,9;135552,45;135431,87;47,6;
07/05/2025 12:40;135120;135180;135060;135130;135480;134985,56;134934,52;135427,6;135555,42;135435,83;52,44;
07/05/2025 12:35;135030;135200;135000;135120;135480;134957,22;134925;135435,2;135557,9;135440,67;51,93;
07/05/2025 12:30;135045;135150;135000;135030;135480;134923,33;134914,52;135443,2;135560,3;135446,92;47,27;
07/05/2025 12:25;134850;135080;134845;135045;135480;134906,67;134907,38;135452,6;135563,25;135455,93;47,99;
07/05/2025 12:20;134875;134880;134755;134850;135480;134883,89;134913,33;135461,3;135565,55;135464,59;36,24;
07/05/2025 12:15;134945;134955;134785;134875;135480;134897,22;134934,05;135473,4;135569,25;135473,56;37,24;
07/05/2025 12:10;134970;135015;134880;134950;135480;134913,33;134960,95;135485,4;135572,6;135482,95;40,35;
07/05/2025 12:05;134905;134990;134870;134970;135480;134913,89;134982,62;135496,7;135576,1;135490,35;41,2;
07/05/2025 12:00;134875;134920;134810;134900;135480;134910;135005;135508,3;135579,35;135499,91;36,87;
07/05/2025 11:55;134820;134945;134775;134875;135480;134911,67;135034,52;135520,3;135582,75;135508,11;35,29;
07/05/2025 11:50;134885;134945;134780;134815;135480;134907,78;135073,57;135532,6;135585,92;135520,11;31,48;
07/05/2025 11:45;134845;134910;134760;134880;135480;134904,44;135120,24;135546;135589,48;135535,58;33,46;
07/05/2025 11:40;134970;135050;134800;134840;135480;134909,44;135178,81;135557,9;135592,78;135551,14;30,97;
07/05/2025 11:35;135025;135075;134865;134970;135480;134919,44;135243,81;135570,6;135596,48;135567,8;34,92;
07/05/2025 11:30;134960;135080;134940;135020;135480;134911,67;135298,57;135581;135599,42;135584,84;36,58;
07/05/2025 11:25;134935;135040;134815;134955;135480;134896,11;135346,67;135590,8;135602,25;135599,15;32,71;
07/05/2025 11:20;134920;134995;134855;134935;135480;134920;135404,52;135601,6;135605,73;135620,06;31,52;
07/05/2025 11:15;134845;134965;134755;134915;135480;134958,89;135466,19;135612,6;135608,73;135637,42;30,37;
07/05/2025 11:10;134785;134890;134750;134840;135480;135017,22;135531,19;135623,8;135612,08;135663,44;26,06;
07/05/2025 11:05;134925;135000;134675;134785;135480;135080;135600,71;135637,2;135615,53;135684,68;22,81;
07/05/2025 11:00;134930;134995;134875;134925;135480;135152,78;135680,95;135652,3;135620,17;135732,76;25,45;
07/05/2025 10:55;134900;134930;134760;134930;135480;135218,89;135752,38;135662,9;135624,33;135763,4;25,55;
07/05/2025 10:50;134885;134935;134780;134900;135480;135303,89;135818,1;135674,7;135628,88;135799,09;23,91;
07/05/2025 10:45;135165;135205;134870;134880;135480;135403,33;135886,67;135686,3;135633,45;135853,25;22,86;
07/05/2025 10:40;135290;135335;135115;135170;135480;135540;135957,14;135698,5;135637,75;135912,96;28,09;
07/05/2025 10:35;135440;135440;135225;135285;135480;135655;135980,71;135703,8;135640,58;135948,69;30,67;
07/05/2025 10:30;135405;135500;135285;135440;135480;135747,78;135998,33;135705,3;135642,4;135986,5;34,65;
07/05/2025 10:25;135440;135555;135360;135405;135480;135813,33;136003,57;135701,8;135643,9;136034,67;32,82;
07/05/2025 10:20;135520;135565;135435;135440;135480;135898,33;136010,48;135698,2;135645,67;136080,8;33,7;
07/05/2025 10:15;135695;135700;135495;135520;135480;135986,11;136014,52;135696,4;135647,5;136113,33;35,72;
07/05/2025 10:10;135800;135955;135590;135695;135480;136070,56;136014,05;135695;135649,78;136158,1;40,68;
07/05/2025 10:05;136110;136145;135755;135795;135480;136137,78;136005,71;135691;135651,28;136215,73;43,92;
07/05/2025 10:00;136200;136205;136015;136110;135480;136212,78;135991,67;135684;135652,1;136257,02;57,24;
07/05/2025 09:55;136115;136235;136105;136205;135480;136247,78;135961,67;135669,6;135651,3;136274,07;62,56;
07/05/2025 09:50;136035;136170;136030;136120;135480;136259,44;135925,95;135653,6;135649,28;136279,79;59,43;
07/05/2025 09:45;136165;136200;136030;136030;135480;136283,89;135895,24;135643,8;135647,92;136291,59;55,79;
07/05/2025 09:40;136230;136275;136155;136170;135480;136320,56;135870,71;135634,9;135647,5;136312,67;64,08;
07/05/2025 09:35;136280;136330;136215;136230;135480;136264,44;135841,19;135621,2;135645,98;136326,93;68,11;
07/05/2025 09:30;136295;136375;136245;136280;135480;136200,56;135806,43;135604,9;135643,3;136330,91;71,59;
07/05/2025 09:25;136475;136485;136235;136300;135480;136119,44;135768,81;135587,2;135640,8;136333,55;72,98;
07/05/2025 09:20;136420;136500;136345;136470;135480;136036,11;135730;135570,3;135637,8;136327,34;86,13;
07/05/2025 09:15;136305;136435;136270;136425;135480;135931,11;135682,62;135550,2;135634,9;136305,46;85,49;
07/05/2025 09:10;136345;136400;136265;136310;135480;135829,44;135637,38;135531,1;135632,23;136298,31;83,7;
07/05/2025 09:05;136360;136430;136235;136340;135480;135741,67;135598,33;135513,7;135630,13;136291,15;86,28;
07/05/2025 09:00;136000;136475;136000;136360;135480;135648,33;135558,81;135494,2;135628,35;136271,65;87,96;
06/05/2025 18:20;135655;135665;135605;135665;135501;135550,56;135517,62;135476,2;135626,98;135687,71;67,58;
06/05/2025 18:15;135550;135685;135545;135655;135501;135527,22;135509,05;135471,9;135629,2;135687,77;66,83;
06/05/2025 18:10;135550;135585;135520;135550;135501;135507,22;135500,48;135467,9;135631,03;135687,95;57,16;
06/05/2025 18:05;135525;135580;135510;135550;135501;135503,33;135498,57;135465,2;135635,23;135688,17;57,16;
06/05/2025 18:00;135515;135540;135505;135525;135501;135503,33;135498,1;135463,3;135639,35;135688,37;54,44;
06/05/2025 17:55;135520;135540;135490;135510;135501;135500,56;135494,76;135462,1;135643,83;135688,53;52,76;
06/05/2025 17:50;135500;135540;135495;135520;135501;135498,33;135495,24;135461,4;135649,5;135688,75;53,99;
06/05/2025 17:45;135485;135515;135480;135500;135501;135494,44;135493,33;135459,2;135655,7;135688,95;51,91;
06/05/2025 17:40;135450;135495;135440;135480;135501;135491,67;135492,86;135461,4;135661,6;135689,12;49,8;
06/05/2025 17:35;135475;135485;135430;135455;135501;135491,11;135490,71;135466,4;135670,3;135689,45;47,12;
06/05/2025 17:30;135510;135520;135465;135475;135501;135495;135486,19;135471;135678,1;135689,85;49,07;
06/05/2025 17:25;135555;135625;135495;135515;135501;135498,89;135476,19;135473,4;135685,92;135690,3;53,16;
06/05/2025 17:20;135505;135590;135500;135550;135501;135496,67;135462,38;135475,7;135694,65;135691,1;57,02;
06/05/2025 17:15;135495;135515;135475;135500;135501;135489,44;135452,86;135480;135702,92;135691,62;52,44;
06/05/2025 17:10;135485;135500;135465;135490;135501;135486,67;135450,48;135480,6;135710,58;135691,9;51,48;
06/05/2025 17:05;135475;135520;135460;135485;135501;135488,89;135450,71;135479,6;135719,48;135692,16;51,02;
06/05/2025 17:00;135480;135495;135440;135475;135501;135495;135448,81;135477,8;135729,17;135692,61;50,14;
06/05/2025 16:55;135495;135520;135460;135475;135501;135492,78;135444,76;135476,2;135738,67;135693,3;50,14;
06/05/2025 16:50;135505;135555;135440;135490;135501;135497,78;135441,43;135477,4;135748,23;135694,08;51,33;
06/05/2025 16:45;135490;135535;135465;135510;135501;135496,67;135448,1;135479,9;135757,9;135695,16;52,88;
06/05/2025 16:40;135480;135510;135440;135495;135501;135494,44;135451,67;135485,6;135766,45;135696,06;51,87;
06/05/2025 16:35;135475;135520;135455;135485;135501;135487,78;135451,19;135492;135774,55;135696,89;51,22;
06/05/2025 16:30;135505;135565;135450;135475;135501;135473,89;135447,86;135495,6;135782,85;135697,53;50,6;
06/05/2025 16:25;135540;135575;135485;135510;135501;135450,56;135444,05;135500,6;135791,3;135698,81;52,78;
06/05/2025 16:20;135460;135575;135455;135540;135501;135418,89;135441,43;135503,3;135799,65;135699,77;54,65;
06/05/2025 16:15;135520;135520;135430;135455;135501;135397,78;135437,86;135505,8;135807,6;135700,94;49,98;
06/05/2025 16:10;135480;135545;135450;135520;135501;135397,22;135438,57;135511,5;135816,55;135702,09;53,92;
06/05/2025 16:05;135495;135515;135440;135480;135501;135394,44;135434,76;135514;135826,73;135703,48;51,75;
06/05/2025 16:00;135435;135520;135420;135490;135501;135390,56;135429,29;135515;135836,3;135704,81;52,32;
06/05/2025 15:55;135365;135440;135345;135435;135501;135379,44;135427,86;135518,8;135845,28;135706,61;49,46;
06/05/2025 15:50;135260;135365;135240;135360;135501;135376,11;135428,57;135524,9;135854,42;135708,93;45,31;
06/05/2025 15:45;135230;135285;135195;135265;135501;135406,11;135433,1;135530,9;135863,83;135712,07;39,46;
06/05/2025 15:40;135345;135365;135160;135225;135501;135441,67;135440,24;135541,8;135873,67;135714,93;36,82;
06/05/2025 15:35;135455;135475;135345;135350;135501;135470,56;135451,19;135554;135883,7;135721,32;42,15;
06/05/2025 15:30;135490;135505;135405;135450;135501;135477,78;135456,67;135562,6;135893,08;135723,38;47,24;
06/05/2025 15:25;135450;135525;135440;135495;135501;135471,67;135457,86;135569,5;135902;135725,22;49,75;
06/05/2025 15:20;135385;135490;135360;135445;135501;135467,22;135453,81;135578,3;135910,67;135726,36;46,84;
06/05/2025 15:15;135405;135455;135350;135390;135501;135469,44;135461,67;135586,6;135919,63;135728,11;43,49;
06/05/2025 15:10;135635;135635;135370;135405;135501;135478,33;135477,86;135594,6;135928,63;135731,16;44,2;
06/05/2025 15:05;135585;135645;135560;135630;135501;135482,22;135491,19;135599,2;135937,78;135734,38;57,08;
