Data;Abertura;Máxima;Mínima;Fechamento;Prior Cote;Média Móvel A [9];Média Móvel A [21];Média Móvel A [50];Média Móvel A [200];VWAP D;IFR (RSI) [14];
28/03/2025 11:20;132645;132675;132445;132480;133952;133031,11;133247,86;133489,9;133714,9;133224,84;23,41;
28/03/2025 11:15;132735;132780;132630;132645;133952;133137,78;133293,33;133515,3;133719,7;133253,32;26,26;
28/03/2025 11:10;132880;132925;132665;132730;133952;133234,44;133326,19;133537,1;133723,5;133268,73;27,88;
28/03/2025 11:05;133105;133190;132820;132880;133952;133320,56;133342,38;133560;133726,8;133290,23;31,03;
28/03/2025 11:00;133265;133270;132980;133105;133952;133368,89;133351,43;133577,4;133729,17;133304,99;36,82;
28/03/2025 10:55;133375;133380;133230;133265;133952;133390;133340,24;133596,3;133730,48;133317,77;41,99;
28/03/2025 10:50;133435;133495;133310;133375;133952;133393,89;133330;133614;133731,58;133318,29;46,13;
28/03/2025 10:45;133360;133480;133325;133435;133952;133412,78;133311,43;133628,7;133732,08;133315,84;48,55;
28/03/2025 10:40;133440;133535;133340;133365;133952;133406,67;133302,62;133642,3;133731,75;133313,31;45,45;
28/03/2025 10:35;133515;133660;133400;133440;133952;133415;133325;133656,9;133731,9;133308,39;48,35;
28/03/2025 10:30;133505;133800;133485;133515;133952;133408,89;133345,48;133669,7;133732,05;133295,96;51,4;
28/03/2025 10:25;133310;133545;133295;133505;133952;133395;133361,43;133681;133732,15;133263,43;51,02;
28/03/2025 10:20;133290;133345;133170;133315;133952;133385;133375,95;133689,6;133732,3;133252,83;43,12;
28/03/2025 10:15;133295;133425;133095;133295;133952;133398,33;133402,38;133705,7;133733,3;133252,74;42,21;
28/03/2025 10:10;133550;133585;133270;133300;133952;133402,78;133430,24;133724,5;133734,03;133254,13;42,37;
28/03/2025 10:05;133380;133605;133340;133545;133952;133377,22;133456,9;133743,9;133734,55;133240,06;51,03;
28/03/2025 10:00;133435;133540;133310;133380;133952;133324,44;133473,57;133756,7;133733,55;133215,96;43,85;
28/03/2025 09:55;133385;133455;133350;133440;133952;133267,78;133498,33;133774,2;133733,67;133190,93;46,14;
28/03/2025 09:50;133390;133435;133300;133385;133952;133224,44;133520,24;133790,3;133733,55;133183,23;43,64;
28/03/2025 09:45;133420;133475;133340;133390;133952;133180;133543,57;133806,4;133733,83;133172,9;43,81;
28/03/2025 09:40;133435;133480;133370;133415;133952;133164,44;133565;133820;133733,33;133159,15;44,63;
28/03/2025 09:35;133340;133440;133320;133435;133952;133211,11;133585;133831,2;133733,45;133140,9;45,25;
28/03/2025 09:30;133075;133485;133030;133335;133952;133259,44;133605;133852,5;133733,73;133124,58;41,45;
28/03/2025 09:25;133070;133145;133010;133070;133952;133316,67;133629,76;133876,4;133734,42;133085,34;29,37;
28/03/2025 09:20;132875;133125;132855;133070;133952;133398,89;133669,52;133904,7;133736,05;133085,64;29,37;
28/03/2025 09:15;133050;133065;132850;132870;133952;133487,78;133714,52;133932;133738,73;133108,58;18,42;
28/03/2025 09:10;132985;133090;132900;133050;133952;133600;133765,71;133962,5;133742,42;133150,27;21,17;
28/03/2025 09:05;133245;133250;132935;132985;133952;133690;133803,57;133988,4;133745,3;133212,71;17,03;
28/03/2025 09:00;133745;133750;133155;133250;133952;133791,11;133842,62;134016,7;133748,8;133349,3;21,25;
27/03/2025 18:20;133865;133890;133830;133835;133526;133863,33;133867,86;134040,5;133751,35;133969,56;43,25;
27/03/2025 18:15;133850;133900;133810;133870;133526;133870,56;133863,81;134052,1;133749,4;133969,66;45,89;
27/03/2025 18:10;133810;133855;133765;133850;133526;133871,11;133857,38;134062,7;133747,05;133969,82;44,08;
27/03/2025 18:05;133870;133875;133805;133810;133526;133870;133858,57;134074,4;133744,98;133970,19;40,37;
27/03/2025 18:00;133880;133915;133865;133870;133526;133872,78;133855,71;134087;133742,92;133970,43;44,48;
27/03/2025 17:55;133860;133925;133860;133880;133526;133871,11;133864,29;134099;133740,08;133970,5;45,19;
27/03/2025 17:50;133890;133905;133825;133860;133526;133868,33;133877,14;134110,1;133736,55;133970,63;43,51;
27/03/2025 17:45;133900;133940;133880;133895;133526;133873,33;133889,05;134124;133733,6;133970,84;45,79;
27/03/2025 17:40;133900;133920;133875;133900;133526;133886,67;133899,52;134137,8;133731,45;133970,93;46,11;
27/03/2025 17:35;133875;133920;133860;133900;133526;133891,67;133908,81;134151;133728,58;133971,04;46,11;
27/03/2025 17:30;133840;133895;133820;133875;133526;133885,56;133917,38;134165;133726,83;133971,14;44,44;
27/03/2025 17:25;133835;133870;133800;133840;133526;133877,78;133927,14;134177;133725,73;133971,32;42,1;
27/03/2025 17:20;133850;133900;133795;133835;133526;133871,11;133931,67;134189,6;133724,33;133971,58;41,77;
27/03/2025 17:15;133850;133890;133820;133855;133526;133861,67;133945,24;134201;133722,4;133972,02;42,66;
27/03/2025 17:10;133905;133950;133850;133855;133526;133848,33;133963,33;134211,5;133720,03;133972,3;42,66;
27/03/2025 17:05;134015;134045;133880;133905;133526;133850,56;133983,1;134223,1;133719,53;133972,56;44,72;
27/03/2025 17:00;133945;134080;133865;134015;133526;133833,33;133996,43;134234,3;133717,98;133972,67;49,59;
27/03/2025 16:55;133840;133955;133815;133945;133526;133837,22;134007,86;134242,8;133715,67;133972,72;46,12;
27/03/2025 16:50;133805;133870;133745;133845;133526;133860;134022,14;134252,6;133713,3;133973,17;40,7;
27/03/2025 16:45;133775;133840;133730;133805;133526;133889,44;134038,57;134266,1;133711,48;133974,14;38,4;
27/03/2025 16:40;133750;133785;133720;133780;133526;133923,89;134051,19;134271,3;133709,88;133975,09;36,98;
27/03/2025 16:35;133735;133795;133660;133750;133526;133958,89;134060,48;134276,4;133708,38;133975,86;35,32;
27/03/2025 16:30;133870;133910;133725;133735;133526;133995,56;134096,19;134279,9;133707,75;133978,22;34,52;
27/03/2025 16:25;133750;133885;133700;133875;133526;134033,89;134134,05;134283,5;133706,13;133979,44;38,67;
27/03/2025 16:20;134045;134065;133750;133750;133526;134040,56;134163,1;134283,7;133703,28;133981,1;31,88;
27/03/2025 16:15;134150;134150;134040;134050;133526;134081,67;134195,71;134283,9;133700,67;133981,9;42,32;
27/03/2025 16:10;134105;134175;134080;134150;133526;134102,22;134212,14;134279;133697,95;133981,38;47,1;
27/03/2025 16:05;134110;134150;134085;134110;133526;134115,56;134221,43;134271,6;133693,17;133980,85;44,79;
27/03/2025 16:00;134095;134180;134090;134115;133526;134123,89;134235,24;134263,1;133688,17;133980,33;45,01;
27/03/2025 15:55;134080;134115;134050;134095;133526;134139,44;134250,71;134255,3;133683,8;133979,34;43,95;
27/03/2025 15:50;134080;134090;134040;134080;133526;134156,11;134265,95;134249;133679,15;133978,93;43,19;
27/03/2025 15:45;133935;134100;133920;134080;133526;134168,33;134281,19;134243,1;133674,55;133978,68;43,19;
27/03/2025 15:40;134120;134125;133920;133935;133526;134167,22;134298,1;134237,6;133670,88;133978,31;35,9;
27/03/2025 15:35;134235;134250;134090;134120;133526;134171,67;134322,14;134232,7;133667,6;133978,09;42,33;
27/03/2025 15:30;134265;134285;134210;134235;133526;134213,89;134338,81;134225;133663,7;133976,68;47,22;
27/03/2025 15:25;134190;134295;134170;134270;133526;134246,67;134348,33;134219,8;133658,67;133975,56;48,81;
27/03/2025 15:20;134255;134315;134170;134185;133526;134270,56;134361,9;134212,4;133653,33;133973,98;44,6;
27/03/2025 15:15;134240;134300;134200;134255;133526;134298,33;134380,95;134207,4;133648,42;133971,84;47,59;
27/03/2025 15:10;134190;134290;134175;134245;133526;134313,89;134395,48;134196,9;133643,2;133970,05;47,12;
27/03/2025 15:05;134070;134235;134050;134190;133526;134325;134412,38;134183,4;133638,15;133967,94;44,58;
27/03/2025 15:00;133980;134240;133940;134070;133526;134348,33;134425,95;134175,3;133633,35;133966,34;38,6;
27/03/2025 14:55;134505;134505;133725;133975;133526;134389,44;134445;134167,7;133628,65;133963,19;33,31;
27/03/2025 14:50;134530;134640;134490;134500;133526;134438,33;134465,48;134163,4;133624,05;133956,13;59,69;
27/03/2025 14:45;134490;134530;134435;134530;133526;134427,22;134459,76;134150;133616,58;133948,37;62,3;
27/03/2025 14:40;134430;134510;134420;134485;133526;134416,67;134455,24;134135,5;133609,3;133944,35;59,85;
27/03/2025 14:35;134395;134470;134385;134435;133526;134411,67;134454,29;134121;133602;133940,64;56,96;
27/03/2025 14:30;134345;134430;134330;134395;133526;134415,56;134454,52;134111,6;133595,42;133937,65;54,53;
27/03/2025 14:25;134400;134405;134335;134345;133526;134420;134456,43;134099,8;133588,95;133934,93;51,35;
27/03/2025 14:20;134440;134485;134355;134400;133526;134443,33;134464,76;134087,5;133582,38;133932,48;55,31;
27/03/2025 14:15;134420;134470;134400;134440;133526;134463,89;134448,81;134075,2;133575,42;133928,73;58,35;
27/03/2025 14:10;134405;134435;134375;134415;133526;134477,22;134429,52;134051,8;133567,9;133926,47;56,98;
27/03/2025 14:05;134435;134485;134365;134400;133526;134497,78;134406,19;134031,7;133560,65;133924,89;56,17;
27/03/2025 14:00;134445;134470;134380;134435;133526;134506,11;134383,1;134023,1;133554,23;133921,64;58,54;
27/03/2025 13:55;134475;134495;134400;134440;133526;134510;134356,9;134014,9;133547,75;133918,39;58,87;
27/03/2025 13:50;134435;134505;134390;134470;133526;134506,11;134324,52;134004,2;133541,28;133915,45;60,78;
27/03/2025 13:45;134555;134560;134415;134435;133526;134496,11;134292,86;133993,2;133535,05;133910,13;59,35;
27/03/2025 13:40;134590;134615;134550;134555;133526;134496,11;134261,67;133986,1;133528,73;133903,89;67,13;
27/03/2025 13:35;134560;134620;134520;134585;133526;134486,11;134220,24;133976,2;133522,48;133901,28;69,24;
27/03/2025 13:30;134600;134635;134530;134560;133526;134470;134179,29;133964,4;133516,03;133896,1;68,47;
27/03/2025 13:25;134475;134640;134455;134600;133526;134456,11;134142,14;133951,7;133509,75;133888,88;71,1;
27/03/2025 13:20;134475;134525;134440;134475;133526;134447,22;134103,33;133935,8;133503,42;133879,26;67,48;
27/03/2025 13:15;134410;134475;134380;134470;133526;134401,67;134071,43;133926,5;133498;133873,27;67,33;
27/03/2025 13:10;134385;134430;134285;134405;133526;134353,33;134034,29;133915,2;133492,08;133869,01;65,37;
27/03/2025 13:05;134435;134450;134365;134380;133526;134300;134002,38;133906,4;133486,58;133860,32;64,62;
27/03/2025 13:00;134460;134515;134405;134435;133526;134248,33;133983,1;133882,8;133481,35;133856,35;67,63;
27/03/2025 12:55;134440;134485;134390;134465;133526;134187,22;133957,62;133853,7;133475,53;133850,87;69,27;
27/03/2025 12:50;134435;134495;134345;134440;133526;134108,89;133932,38;133829,1;133469,75;133846,32;68,68;
27/03/2025 12:45;134515;134550;134345;134435;133526;134038,33;133898,57;133806;133463,88;133839,19;68,57;
27/03/2025 12:40;134065;134575;134040;134520;133526;133965,56;133857,38;133783;133458,4;133826,39;72,66;
27/03/2025 12:35;134035;134085;133965;134065;133526;133872,78;133822,38;133758,9;133452,65;133806,5;61,16;
27/03/2025 12:30;133925;134070;133890;134035;133526;133835;133804,52;133744,4;133448,48;133804,11;60,13;
27/03/2025 12:25;133915;133950;133845;133925;133526;133806,67;133791,43;133728,9;133445,53;133801,21;56,19;
27/03/2025 12:20;133890;133985;133865;133915;133526;133791,11;133786,9;133716,5;133443,8;133800,37;55,82;
27/03/2025 12:15;133760;133955;133750;133885;133526;133778,89;133781,67;133704,6;133441,98;133798,4;54,76;
27/03/2025 12:10;133800;133850;133750;133760;133526;133757,22;133775,71;133691,8;133440,5;133797,1;50,13;
27/03/2025 12:05;133775;133835;133700;133805;133526;133754,44;133785,48;133684,8;133439,75;133797;51,9;
27/03/2025 12:00;133685;133820;133665;133780;133526;133773,33;133785,48;133676,7;133438,8;133797,35;51,01;
27/03/2025 11:55;133725;133740;133640;133685;133526;133786,67;133783,1;133667,1;133438,33;133797,91;47,56;
27/03/2025 11:50;133780;133805;133675;133725;133526;133814,44;133787,86;133660,6;133438,45;133799,43;48,91;
27/03/2025 11:45;133790;133885;133715;133780;133526;133815;133766,19;133656,3;133438,55;133800,24;50,74;
27/03/2025 11:40;133805;133835;133720;133785;133526;133791,67;133748,57;133651,9;133438;133800,31;50,9;
27/03/2025 11:35;133685;133825;133630;133805;133526;133791,67;133757,38;133647;133437,1;133800,69;51,51;
27/03/2025 11:30;133730;133790;133605;133690;133526;133778,89;133767,86;133642;133437,45;133801,94;48,21;
27/03/2025 11:25;133970;133990;133625;133735;133526;133786,67;133778,1;133640,4;133439,42;133804,36;49,43;
27/03/2025 11:20;133900;134000;133875;133975;133526;133797,22;133786,9;133635;133441,67;133805,23;56,52;
27/03/2025 11:15;133935;133985;133845;133900;133526;133778,33;133791,9;133624,5;133442,83;133802,46;54,63;
27/03/2025 11:10;133725;133975;133695;133935;133526;133762,78;133799,52;133612;133444,17;133799,97;55,68;
27/03/2025 11:05;133565;133750;133545;133730;133526;133766,11;133802,38;133600,1;133445,4;133797,48;50,52;
27/03/2025 11:00;133790;133815;133530;133570;133526;133774,44;133811,67;133590,8;133447,2;133801,31;45,95;
27/03/2025 10:55;133690;133910;133640;133785;133526;133792,22;133822,86;133584,7;133450,17;133809,34;51,93;
27/03/2025 10:50;133760;133815;133650;133690;133526;133792,22;133833,57;133575,4;133452,28;133809,65;49,22;
27/03/2025 10:45;133830;133895;133730;133760;133526;133745,56;133843,81;133567,5;133454,9;133811,96;51,19;
27/03/2025 10:40;133805;133855;133685;133830;133526;133706,67;133853,57;133557,4;133457,4;133811,79;53,17;
27/03/2025 10:35;133765;133880;133705;133805;133526;133722,22;133823,57;133546,9;133459,1;133813,23;52,57;
27/03/2025 10:30;133970;134000;133700;133760;133526;133746,67;133784,29;133537,5;133461,08;133814,11;51,51;
27/03/2025 10:25;133810;134045;133710;133965;133526;133762,78;133759,29;133529,9;133463,23;133811,19;56,85;
27/03/2025 10:20;133725;133940;133685;133805;133526;133757,78;133726,9;133517,3;133464,95;133806,57;53,35;
27/03/2025 10:15;133790;133865;133580;133730;133526;133788,33;133702,14;133508,2;133467,38;133806,58;51,64;
27/03/2025 10:10;133270;133800;133240;133785;133526;133825;133682,38;133503,3;133470,78;133813,75;52,96;
27/03/2025 10:05;133415;133575;133260;133270;133526;133848,33;133661,19;133495,5;133473,7;133846,8;39,49;
27/03/2025 10:00;133970;134055;133390;133410;133526;133921,11;133660,71;133498,8;133479,28;133914,35;42,57;
27/03/2025 09:55;134025;134115;133965;133970;133526;133965;133655,71;133496,9;133483,25;133939,14;59,9;
27/03/2025 09:50;133910;134100;133880;134025;133526;133969,44;133624,76;133483,9;133484,1;133932,88;62,21;
27/03/2025 09:45;133915;133945;133815;133905;133526;133956,11;133587,62;133470,9;133485,38;133926,92;59,01;
27/03/2025 09:40;134080;134100;133830;133920;133526;133962,78;133564,05;133461,7;133486,1;133930,61;59,59;
27/03/2025 09:35;134055;134165;133995;134080;133526;133882,78;133539,29;133449,6;133486,3;133929,58;66,1;
27/03/2025 09:30;133995;134095;133960;134060;133526;133760,56;133502,14;133432,4;133485,45;133912,01;65,66;
27/03/2025 09:25;133925;134110;133920;133995;133526;133668,89;133468,81;133415;133484,98;133898,5;64,28;
27/03/2025 09:20;133805;133990;133765;133925;133526;133590;133445,71;133398,9;133484,85;133878,27;62,78;
27/03/2025 09:15;134010;134015;133750;133805;133526;133518,89;133428,33;133385;133485;133873,94;60,11;
27/03/2025 09:10;133910;134080;133865;134010;133526;133464,44;133415,71;133372,5;133486,2;133877,83;67,82;
27/03/2025 09:05;133970;133995;133800;133905;133526;133390;133394,05;133358,2;133485,6;133839,53;65,73;
27/03/2025 09:00;133680;134015;133605;133965;133526;133318,33;133380;133344,8;133485,3;133815,82;68,07;
26/03/2025 18:20;132975;133200;132945;133200;133054;133245;133356,19;133330,5;133484,25;133423,63;44,75;
26/03/2025 18:15;133235;133245;132605;132980;133054;133258,33;133368,1;133334,2;133486,35;133424,37;31,35;
26/03/2025 18:10;133290;133325;133225;133235;133054;133287,78;133382,14;133341,6;133488,98;133427,13;42,42;
26/03/2025 18:05;133285;133305;133225;133285;133054;133307,22;133387,14;133344,1;133490,45;133427,34;45,33;
26/03/2025 18:00;133315;133335;133225;133285;133054;133320;133386,19;133346,2;133492,2;133427,58;45,33;
26/03/2025 17:55;133340;133350;133275;133315;133054;133321,67;133385,24;133349,3;133492,85;133427,85;47;
26/03/2025 17:50;133260;133360;133230;133340;133054;133326,67;133385,48;133354,4;133493,48;133428,03;48,38;
26/03/2025 17:45;133310;133350;133260;133260;133054;133345,56;133383,33;133358,7;133493,7;133428,37;43,45;
26/03/2025 17:40;133320;133360;133275;133305;133054;133378,89;133383,1;133364,4;133494;133428,76;45,73;
26/03/2025 17:35;133250;133330;133215;133320;133054;133405;133383,1;133367,1;133492,4;133429,02;46,49;
26/03/2025 17:30;133410;133420;133230;133245;133054;133431,11;133383,81;133368,8;133490,35;133429,75;42,04;
26/03/2025 17:25;133405;133455;133385;133410;133054;133471,67;133390,24;133371,7;133487,75;133430,52;50,64;
26/03/2025 17:20;133305;133445;133290;133400;133054;133477,78;133386,67;133370,6;133483,78;133430,55;50,06;
26/03/2025 17:15;133355;133370;133275;133300;133054;133483,33;133384,29;133369,9;133480,25;133430,76;44,01;
26/03/2025 17:10;133505;133520;133325;133360;133054;133480,56;133393,1;133373,6;133477,15;133431,25;47,2;
26/03/2025 17:05;133560;133565;133425;133510;133054;133478,33;133394,76;133375,9;133474,58;133431,33;56,73;
26/03/2025 17:00;133540;133655;133520;133560;133054;133451,11;133391,19;133373,1;133470,2;133430,96;60,51;
26/03/2025 16:55;133555;133600;133490;133540;133054;133418,33;133379,52;133369,8;133465,15;133429,86;59,51;
26/03/2025 16:50;133605;133640;133500;133555;133054;133393,89;133369,05;133368,4;133459,85;133429,26;60,58;
26/03/2025 16:45;133465;133615;133455;133610;133054;133365;133360,48;133368;133454,9;133428,11;64,54;
26/03/2025 16:40;133455;133525;133430;133465;133054;133325,56;133352,62;133366,5;133448,98;133427,13;57,79;
26/03/2025 16:35;133270;133520;133240;133450;133054;133307,78;133345,48;133367,5;133443,75;133426,89;57,01;
26/03/2025 16:30;133340;133355;133270;133275;133054;133295;133334,52;133367,3;133437,92;133427,51;46,14;
26/03/2025 16:25;133265;133370;133220;133340;133054;133306,67;133330,48;133369,9;133432,95;133428,06;50,55;
26/03/2025 16:20;133270;133310;133230;133265;133054;133306,11;133323,33;133370;133427,58;133428,87;44,91;
26/03/2025 16:15;133320;133325;133240;133265;133054;133315,56;133321,67;133372,8;133422,63;133429,76;44,91;
26/03/2025 16:10;133295;133365;133275;133320;133054;133340;133317,62;133375,8;133418,3;133430,37;48,4;
26/03/2025 16:05;133250;133350;133245;133295;133054;133348,33;133316,43;133378,2;133414,05;133430,9;46,65;
26/03/2025 16:00;133305;133320;133240;133255;133054;133363,89;133313,57;133378,1;133410,15;133431,55;43,83;
26/03/2025 15:55;133330;133345;133255;133305;133054;133370,56;133313,33;133381,8;133406,33;133432,39;46,7;
26/03/2025 15:50;133380;133400;133295;133335;133054;133372,22;133317,14;133385,5;133401,9;133433,27;48,47;
26/03/2025 15:45;133335;133380;133310;133380;133054;133376,67;133317,86;133388,3;133396,92;133433,71;51,17;
26/03/2025 15:40;133350;133405;133305;133335;133054;133383,89;133316,9;133388,6;133391,7;133434,25;48,5;
26/03/2025 15:35;133485;133500;133330;133350;133054;133381,67;133319,52;133394;133386,63;133434,71;49,34;
26/03/2025 15:30;133395;133550;133385;133485;133054;133367,22;133323,81;133399,2;133381,42;133435,05;57,61;
26/03/2025 15:25;133430;133445;133370;133395;133054;133334,44;133327,86;133402;133375,17;133434,57;52,7;
26/03/2025 15:20;133310;133450;133300;133435;133054;133311,67;133335,48;133407,8;133369,3;133434,75;55,35;
26/03/2025 15:15;133315;133360;133290;133315;133054;133288,89;133340,71;133414,3;133363,15;133435,05;48,09;
26/03/2025 15:10;133375;133410;133295;133320;133054;133273,89;133346,67;133416,9;133357,45;133435,52;48,39;
26/03/2025 15:05;133450;133455;133265;133375;133054;133271,11;133350,71;133418,5;133352,03;133436,08;51,74;
26/03/2025 15:00;133315;133480;133295;133445;133054;133255,56;133351,43;133419,7;133346,58;133437,19;56,34;
26/03/2025 14:55;133220;133380;133220;133315;133054;133233,89;133347,14;133418,8;133341,17;133437,69;48,43;
26/03/2025 14:50;133195;133235;133150;133220;133054;133241,67;133349,52;133418,5;133336,25;133439,69;41,2;
26/03/2025 14:45;133190;133260;133165;133190;133054;133256,11;133362,14;133417,6;133331,95;133440,88;38,68;
26/03/2025 14:40;133230;133250;133175;133190;133054;133275;133375,71;133419,2;133327,73;133442,15;38,68;
26/03/2025 14:35;133180;133260;133130;133230;133054;133297,22;133384,29;133424,7;133323,58;133444,03;40,68;
26/03/2025 14:30;133295;133310;133140;133180;133054;133320,56;133392,14;133426,6;133319,2;133446,33;36,88;
26/03/2025 14:25;133235;133330;133170;133295;133054;133363,89;133405,95;133434;133315,13;133448,74;42,73;
26/03/2025 14:20;133250;133300;133095;133235;133054;133392,78;133417,38;133441,2;133310,9;133451,08;37,97;
26/03/2025 14:15;133385;133400;133220;133250;133054;133427,22;133431,67;133447,7;133306,9;133456,54;38,71;
26/03/2025 14:10;133350;133395;133295;133385;133054;133448,33;133444,29;133451,7;133302,42;133458,44;46,33;
26/03/2025 14:05;133360;133400;133275;133350;133054;133450,56;133446,9;133451,6;133296,58;133459,2;43,66;
26/03/2025 14:00;133395;133415;133325;133360;133054;133455;133449,52;133459,7;133291,1;133460,73;44,25;
26/03/2025 13:55;133440;133470;133365;133390;133054;133454,44;133448,81;133464,4;133285,35;133461,53;45,96;
26/03/2025 13:50;133575;133590;133390;133440;133054;133451,67;133449,52;133467,7;133279,03;133461,95;48,88;
26/03/2025 13:45;133550;133875;133550;133570;133054;133456,67;133448,33;133468,3;133272,42;133461,57;57,77;
26/03/2025 13:40;133550;133650;133510;133555;133054;133446,11;133442,14;133466,5;133265,35;133454,74;56,93;
26/03/2025 13:35;133435;133555;133415;133545;133054;133425,56;133429,52;133465,1;133258,4;133452,72;56,39;
26/03/2025 13:30;133405;133460;133370;133440;133054;133408,89;133424,52;133463,8;133251,55;133452,37;50,37;
26/03/2025 13:25;133390;133470;133385;133405;133054;133412,22;133426,9;133467,5;133245,15;133452,66;48,16;
26/03/2025 13:20;133355;133420;133340;133390;133054;133426,67;133430,24;133467,6;133239,3;133452,84;47,22;
26/03/2025 13:15;133365;133390;133320;133355;133054;133442,78;133430,48;133465,9;133232,75;133453,16;45,06;
26/03/2025 13:10;133485;133485;133330;133365;133054;133460,56;133442,38;133463,4;133226,33;133453,83;45,56;
26/03/2025 13:05;133475;133535;133455;133485;133054;133468,89;133454,05;133466,2;133219,9;133454,38;51,88;
26/03/2025 13:00;133370;133515;133365;133475;133054;133460;133460,71;133460,4;133212,88;133454,12;51,36;
26/03/2025 12:55;133400;133445;133265;133370;133054;133445,56;133470,71;133453,1;133205,8;133454,05;45,6;
26/03/2025 12:50;133470;133470;133265;133395;133054;133449,44;133489,29;133450,5;133198,95;133455,74;46,83;
26/03/2025 12:45;133540;133575;133450;133470;133054;133451,67;133491,67;133445,9;133192,08;133457,64;50,62;
26/03/2025 12:40;133530;133580;133470;133535;133054;133448,33;133488,33;133439,7;133185,03;133457,17;54,15;
26/03/2025 12:35;133520;133565;133480;133535;133054;133421,11;133483,57;133435,9;133177,95;133456,53;54,15;
26/03/2025 12:30;133435;133565;133420;133515;133054;133410,56;133477,14;133430,8;133171;133456,01;53,28;
26/03/2025 12:25;133410;133540;133375;133440;133054;133407,78;133466,9;133427,3;133164,42;133455,46;50;
26/03/2025 12:20;133350;133530;133350;133405;133054;133411,67;133454,29;133423,1;133157,95;133455,47;48,43;
26/03/2025 12:15;133400;133430;133300;133345;133054;133410,56;133447,86;133419;133152,1;133455,6;45,72;
26/03/2025 12:10;133415;133455;133345;133405;133054;133439,44;133453,57;133416,2;133146,67;133456,93;48,07;
26/03/2025 12:05;133445;133495;133330;133415;133054;133462,22;133449,76;133412,3;133140,63;133457,5;48,45;
26/03/2025 12:00;133290;133480;133265;133440;133054;133485,56;133456,19;133408,7;133135,73;133458,43;49,37;
26/03/2025 11:55;133435;133455;133265;133290;133054;133512,78;133466,43;133404,5;133131,65;133459,61;43,4;
26/03/2025 11:50;133490;133510;133360;133440;133054;133565;133479,29;133401,3;133128,65;133461,28;48,74;
26/03/2025 11:45;133470;133555;133425;133490;133054;133565,56;133479,76;133393,6;133125,1;133461,88;50,67;
26/03/2025 11:40;133390;133500;133330;133475;133054;133555,56;133474,52;133383,9;133121,95;133461,17;50,12;
26/03/2025 11:35;133600;133630;133365;133395;133054;133551,11;133487,86;133375,9;133118,78;133461,76;47,2;
26/03/2025 11:30;133605;133670;133555;133605;133054;133551,67;133497,38;133368,5;133115,58;133460,94;55,04;
26/03/2025 11:25;133620;133705;133560;133610;133054;133517,78;133495;133358,8;133111,55;133458,47;55,24;
26/03/2025 11:20;133685;133725;133565;133625;133054;133469,44;133488,33;133348,6;133107,48;133454,74;55,82;
26/03/2025 11:15;133765;133835;133630;133685;133054;133430;133481,43;133336,7;133103,28;133448,74;58,06;
26/03/2025 11:10;133450;133765;133430;133760;133054;133405,56;133471,9;133323,2;133098,63;133437,23;60,89;
26/03/2025 11:05;133395;133520;133360;133445;133054;133357,22;133458,57;133306,7;133093,95;133430,94;51,7;
26/03/2025 11:00;133435;133510;133340;133400;133054;133368,89;133467,14;133297,1;133090,7;133430,72;50,14;
26/03/2025 10:55;133400;133520;133320;133435;133054;133397,22;133467,62;133291,4;133087,83;133431,07;51,33;
26/03/2025 10:50;133305;133460;133255;133400;133054;133411,11;133461,43;133285,5;133085,17;133431,2;50,24;
26/03/2025 10:45;133175;133370;133050;133300;133054;133416,67;133453,33;133280,4;133082,6;133434,74;47,06;
26/03/2025 10:40;133270;133325;133030;133175;133054;133425,56;133463,1;133278,9;133081,23;133446,54;42,83;
26/03/2025 10:35;133465;133475;133245;133270;133054;133490;133464,05;133278,8;133080,5;133471,54;45,39;
26/03/2025 10:30;133320;133565;133310;133465;133054;133526,11;133456,43;133279,5;133078,8;133478,82;51,23;
26/03/2025 10:25;133550;133565;133235;133325;133054;133536,11;133445,71;133276,1;133076,5;133480,96;46,65;
26/03/2025 10:20;133650;133795;133505;133550;133054;133552,22;133438,1;133275,7;133075,03;133486,02;54,24;
26/03/2025 10:15;133560;133695;133410;133655;133054;133544,44;133419,52;133271,4;133072,53;133469,67;58,36;
26/03/2025 10:10;133445;133640;133415;133560;133054;133525,56;133404,76;133266,1;133069,23;133461,79;55,52;
26/03/2025 10:05;133375;133460;133305;133450;133054;133516,67;133391,43;133260,6;133066,38;133456,36;52,01;
26/03/2025 10:00;133750;133770;133355;133380;133054;133536,11;133386,19;133257,7;133063,85;133464,34;49,67;
26/03/2025 09:55;133600;133755;133595;133755;133054;133539,44;133379,05;133256,8;133061,65;133451,1;65,64;
26/03/2025 09:50;133555;133660;133540;133595;133054;133489,44;133352,62;133247,1;133057,67;133427,45;60,63;
26/03/2025 09:45;133470;133585;133435;133555;133054;133448,89;133334,05;133241,4;133054,55;133414,71;59,24;
26/03/2025 09:40;133480;133520;133380;133470;133054;133443,33;133317,62;133235,6;133052,6;133405,55;56,21;
26/03/2025 09:35;133485;133505;133430;133480;133054;133412,78;133306,43;133233;133050,42;133401,47;56,67;
26/03/2025 09:30;133485;133565;133430;133485;133054;133371,67;133294,52;133230,8;133047,88;133397,77;56,89;
26/03/2025 09:25;133620;133625;133455;133480;133054;133344,44;133277,62;133225,7;133045,42;133388,41;56,73;
26/03/2025 09:20;133415;133670;133360;133625;133054;133309,44;133257,38;133225;133042,88;133372,17;62,75;
